m0,-0.548055,-0.017161,-0.298774,1.038115,1.000000,0.005551,0.057559,0.116017,0.146322,0.130720,0.119518,0.109466,0.096114,0.085863,0.071211,0.046107,0.015552,0.126800,0.211300,0.279200,0.273450,0.066150,0.025900,0.017200,0.000000,0.000000,0.000000,0.000000,0.000000,0.100100,0.253000,0.269600,0.190350,0.117150,0.046300,0.016350,0.006600,0.000550,0.000000,0.000000,0.000000,0.096200,0.381700,0.337850,0.143400,0.034650,0.005650,0.000550,0.000000,0.000000,0.000000,0.000000,0.000000,0.195150,0.512700,0.238500,0.049050,0.004300,0.000300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m1,-0.595161,-0.471390,-0.515137,1.038142,1.000000,0.003501,0.040008,0.096019,0.132927,0.132977,0.124575,0.122174,0.108222,0.095319,0.076165,0.050560,0.017554,0.075250,0.219000,0.249200,0.247750,0.199500,0.006550,0.002750,0.000000,0.000000,0.000000,0.000000,0.000000,0.098100,0.259150,0.243000,0.165800,0.123150,0.075450,0.032750,0.002550,0.000050,0.000000,0.000000,0.000000,0.078350,0.379300,0.386800,0.143600,0.011600,0.000350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.175100,0.540000,0.260600,0.023900,0.000400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m10,-0.260671,-0.389538,-0.738068,1.037436,1.000000,0.005950,0.059803,0.116956,0.129256,0.118156,0.106955,0.096255,0.088154,0.090305,0.094455,0.068203,0.025551,0.024850,0.140450,0.200600,0.231450,0.231200,0.105600,0.048550,0.017300,0.000000,0.000000,0.000000,0.000000,0.066600,0.157700,0.176650,0.176400,0.161750,0.130050,0.084500,0.036150,0.008900,0.001300,0.000000,0.000000,0.067900,0.239050,0.281700,0.195650,0.125150,0.062450,0.023300,0.004450,0.000350,0.000000,0.000000,0.000000,0.224050,0.424950,0.288600,0.059150,0.003200,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m11,-0.556795,-0.998688,-0.807334,1.038011,1.000000,0.004001,0.041108,0.092018,0.119074,0.108422,0.105921,0.099120,0.095319,0.088068,0.084017,0.088418,0.074515,0.116700,0.201550,0.277650,0.261800,0.105150,0.037150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117350,0.246100,0.251400,0.174700,0.118650,0.066250,0.021700,0.003750,0.000100,0.000000,0.000000,0.000000,0.177150,0.384350,0.283300,0.126350,0.027050,0.001800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.874750,0.123250,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m12,-0.579619,-0.196608,-0.172484,1.038104,1.000000,0.004250,0.042054,0.105311,0.138164,0.143814,0.144414,0.130813,0.112111,0.084958,0.054855,0.028553,0.010701,0.053100,0.353400,0.186900,0.137750,0.113550,0.150200,0.005100,0.000000,0.000000,0.000000,0.000000,0.000000,0.081400,0.223800,0.223800,0.190150,0.143450,0.074750,0.040000,0.020150,0.002500,0.000000,0.000000,0.000000,0.071200,0.301850,0.323450,0.201400,0.082600,0.017650,0.001850,0.000000,0.000000,0.000000,0.000000,0.000000,0.146300,0.425900,0.294850,0.109650,0.022450,0.000850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m13,-0.698699,-0.652307,-0.752182,1.037996,1.000000,0.006101,0.048457,0.102465,0.128419,0.117518,0.110967,0.105216,0.096865,0.090764,0.083913,0.077412,0.031905,0.118500,0.313950,0.275400,0.162900,0.095300,0.033950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131450,0.260250,0.269150,0.198550,0.086400,0.034600,0.015950,0.003500,0.000150,0.000000,0.000000,0.000000,0.165250,0.410400,0.296100,0.111350,0.016650,0.000250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.435500,0.505200,0.058800,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m14,-0.573642,-0.126380,-0.756426,1.037737,1.000000,0.006700,0.059550,0.116900,0.133400,0.117650,0.106650,0.096200,0.088700,0.076500,0.074900,0.071300,0.051550,0.095300,0.155600,0.177500,0.246450,0.203550,0.089350,0.032250,0.000000,0.000000,0.000000,0.000000,0.000000,0.074250,0.168300,0.219050,0.205300,0.148700,0.102850,0.060350,0.019500,0.001700,0.000000,0.000000,0.000000,0.094750,0.278300,0.284800,0.198950,0.092000,0.039350,0.010700,0.001150,0.000000,0.000000,0.000000,0.000000,0.566700,0.317800,0.096400,0.015950,0.002950,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m15,-0.556781,-0.998910,-0.807648,1.038011,1.000000,0.003901,0.040156,0.094664,0.120618,0.109616,0.101865,0.097415,0.092364,0.086963,0.087963,0.090114,0.074361,0.108600,0.209900,0.273150,0.260500,0.112950,0.034900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.122250,0.242750,0.246450,0.175950,0.119850,0.066850,0.022750,0.003050,0.000100,0.000000,0.000000,0.000000,0.185100,0.379800,0.281650,0.123950,0.027600,0.001900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.882750,0.114750,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m16,-0.700942,-0.413211,0.185946,1.036722,1.000000,0.008952,0.087422,0.162491,0.177394,0.147787,0.121030,0.098175,0.075519,0.056764,0.036259,0.020855,0.007352,0.119950,0.529300,0.227450,0.064650,0.032900,0.016850,0.006050,0.002850,0.000000,0.000000,0.000000,0.000000,0.145750,0.416650,0.264200,0.105800,0.044750,0.016200,0.005950,0.000650,0.000050,0.000000,0.000000,0.000000,0.141350,0.519450,0.271600,0.057050,0.009250,0.001300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250350,0.554200,0.180150,0.015150,0.000150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m17,-0.704464,-0.314975,-0.341913,1.037342,1.000000,0.005550,0.059053,0.117456,0.152708,0.136957,0.137207,0.121656,0.103955,0.072204,0.053753,0.029001,0.010501,0.046150,0.318950,0.131750,0.237450,0.166050,0.091150,0.008500,0.000000,0.000000,0.000000,0.000000,0.000000,0.076700,0.186900,0.233700,0.240100,0.132750,0.071300,0.041600,0.015100,0.001850,0.000000,0.000000,0.000000,0.074200,0.266950,0.329950,0.233650,0.074400,0.017850,0.002900,0.000100,0.000000,0.000000,0.000000,0.000000,0.137100,0.388550,0.335200,0.125600,0.013300,0.000250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m18,-0.782294,0.490292,-0.038810,1.038308,1.000000,0.007350,0.070500,0.137500,0.158400,0.142000,0.126700,0.106650,0.087950,0.072050,0.051050,0.030900,0.008950,0.134500,0.296750,0.249850,0.096250,0.055350,0.088050,0.079250,0.000000,0.000000,0.000000,0.000000,0.000000,0.093950,0.244750,0.222650,0.163950,0.134850,0.076950,0.044350,0.013800,0.004750,0.000000,0.000000,0.000000,0.080900,0.327450,0.302200,0.172250,0.075800,0.030400,0.010000,0.001000,0.000000,0.000000,0.000000,0.000000,0.147500,0.443000,0.290050,0.095550,0.019750,0.003950,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,
m19,-0.536700,-0.148598,-0.378938,1.037983,1.000000,0.005801,0.056606,0.122762,0.145615,0.132563,0.127713,0.121212,0.103010,0.082258,0.058106,0.033053,0.011301,0.063350,0.245850,0.292500,0.216600,0.102000,0.074350,0.005350,0.000000,0.000000,0.000000,0.000000,0.000000,0.076500,0.231500,0.261400,0.206500,0.121350,0.066800,0.029650,0.005700,0.000600,0.000000,0.000000,0.000000,0.074750,0.311050,0.355500,0.187100,0.059800,0.011050,0.000700,0.000050,0.000000,0.000000,0.000000,0.000000,0.146400,0.472500,0.302400,0.071950,0.006700,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m2,-0.560232,-0.104665,-0.340651,1.036346,1.000000,0.005101,0.053913,0.112878,0.134884,0.128382,0.121480,0.110678,0.106527,0.091223,0.073218,0.046012,0.015704,0.139650,0.237350,0.261500,0.255050,0.070750,0.023250,0.012450,0.000000,0.000000,0.000000,0.000000,0.000000,0.105950,0.264650,0.269900,0.185700,0.106200,0.049050,0.013100,0.005100,0.000350,0.000000,0.000000,0.000000,0.102750,0.403500,0.335700,0.129950,0.025100,0.002900,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.212200,0.522850,0.226900,0.034800,0.003000,0.000250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m20,-0.402820,0.775640,0.467431,1.037353,1.000000,0.009902,0.089822,0.151988,0.164491,0.149737,0.127432,0.102826,0.079420,0.056764,0.038310,0.021105,0.008202,0.065200,0.355450,0.237300,0.162100,0.098850,0.065800,0.014800,0.000500,0.000000,0.000000,0.000000,0.000000,0.084100,0.224000,0.290300,0.210450,0.115550,0.050100,0.019000,0.005050,0.001450,0.000000,0.000000,0.000000,0.068900,0.304100,0.357900,0.196200,0.056250,0.014250,0.002300,0.000100,0.000000,0.000000,0.000000,0.000000,0.120350,0.413600,0.330300,0.116450,0.018350,0.000950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m21,-0.283077,1.244451,0.573197,1.038104,1.000000,0.007802,0.082767,0.160132,0.167483,0.145229,0.124325,0.101570,0.081966,0.058462,0.038808,0.023305,0.008152,0.107350,0.242250,0.193350,0.168800,0.144200,0.088450,0.044850,0.009800,0.000950,0.000000,0.000000,0.000000,0.063800,0.181700,0.227600,0.222000,0.159000,0.083350,0.041150,0.016350,0.003900,0.001100,0.000050,0.000000,0.046100,0.234350,0.311600,0.244600,0.112550,0.037900,0.010850,0.001950,0.000100,0.000000,0.000000,0.000000,0.091300,0.331150,0.329500,0.180250,0.057800,0.009150,0.000850,0.000000,0.000000,0.000000,0.000000,0.000000,
