m0;0.634104;0.257742;0.093470;1.038115;1.000000;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000;0.002950;0.036850;0.081400;0.123350;0.117500;0.110350;0.103200;0.095150;0.081850;0.079800;0.067400;0.054350;0.034200;0.011550;0.073150;0.191350;0.171650;0.251100;0.203500;0.060950;0.022500;0.016700;0.009100;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.033600;0.116900;0.148350;0.169300;0.154550;0.124000;0.094500;0.072150;0.043750;0.019400;0.010900;0.007950;0.003600;0.000950;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000;0.096200;0.381700;0.337850;0.143400;0.034650;0.005650;0.000550;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.462450;0.483900;0.052500;0.001150;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m1;0.556440;0.157647;0.053916;1.038142;1.000000;0.000150;0.000000;0.000000;0.000000;0.000000;0.000000;0.001500;0.025750;0.061950;0.105750;0.113000;0.116450;0.105500;0.105400;0.094800;0.087550;0.073250;0.057800;0.038000;0.013150;0.048850;0.147700;0.206300;0.191450;0.196900;0.183350;0.020400;0.003900;0.001150;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.031800;0.107150;0.155000;0.172100;0.134200;0.104350;0.090400;0.073750;0.053800;0.042100;0.025600;0.008300;0.001200;0.000250;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.078350;0.379300;0.386800;0.143600;0.011600;0.000350;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.442750;0.532950;0.024300;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m10;1.107915;0.175684;0.013161;1.037436;1.000000;0.000050;0.000000;0.000000;0.000000;0.000000;0.000000;0.002350;0.040000;0.085200;0.111850;0.108300;0.097300;0.092050;0.083000;0.077850;0.074450;0.079500;0.077200;0.050450;0.020450;0.005850;0.092100;0.143300;0.168500;0.187600;0.190200;0.116150;0.051300;0.035550;0.009450;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.025700;0.068000;0.096700;0.102700;0.107850;0.109050;0.102100;0.095900;0.087900;0.073250;0.056250;0.038300;0.022050;0.009500;0.003450;0.001300;0.000000;0.000000;0.000000;0.000000;0.067900;0.239050;0.281700;0.195650;0.125150;0.062450;0.023300;0.004450;0.000350;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.429500;0.508100;0.062050;0.000350;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m11;0.619694;0.041449;0.000499;1.038011;1.000000;0.000200;0.000000;0.000000;0.000000;0.000000;0.000000;0.001950;0.026400;0.062450;0.097950;0.097900;0.093950;0.089850;0.085800;0.081650;0.077300;0.073300;0.073200;0.076250;0.061850;0.085900;0.138700;0.199300;0.235900;0.197900;0.087950;0.050350;0.004000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.045600;0.116000;0.149800;0.156700;0.146750;0.112450;0.089700;0.071250;0.053150;0.033050;0.016500;0.006700;0.002200;0.000150;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.177150;0.384350;0.283300;0.126350;0.027050;0.001800;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.978600;0.021400;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m12;0.582064;0.218199;0.116557;1.038104;1.000000;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000;0.001800;0.026550;0.069850;0.109950;0.123400;0.121900;0.124500;0.112650;0.099950;0.082000;0.058750;0.040300;0.020300;0.008000;0.034200;0.143500;0.311600;0.131050;0.110800;0.093600;0.095900;0.079350;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.032000;0.084200;0.141400;0.140350;0.131050;0.115950;0.109350;0.083650;0.061100;0.038300;0.026200;0.019600;0.011750;0.005100;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.071200;0.301850;0.323450;0.201400;0.082600;0.017650;0.001850;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.353400;0.513650;0.127250;0.005700;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m13;0.385738;0.117779;0.010581;1.037996;1.000000;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000;0.002750;0.033300;0.072400;0.106500;0.103800;0.101450;0.093650;0.090950;0.083550;0.080900;0.076200;0.067650;0.065450;0.021350;0.072300;0.223650;0.257450;0.200950;0.116400;0.077900;0.048700;0.002650;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.055800;0.120150;0.158150;0.174050;0.152700;0.134850;0.088600;0.050100;0.029750;0.016250;0.011550;0.005550;0.002000;0.000500;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.165250;0.410400;0.296100;0.111350;0.016650;0.000250;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.761500;0.238000;0.000500;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m14;0.591919;0.233674;0.009805;1.037737;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.003050;0.040350;0.082250;0.115700;0.112000;0.097300;0.090200;0.081950;0.079000;0.067300;0.066250;0.063850;0.057850;0.042950;0.066950;0.127150;0.115750;0.166400;0.198600;0.171650;0.099100;0.043000;0.011400;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.028600;0.071950;0.102100;0.127050;0.131900;0.127250;0.111350;0.090500;0.070500;0.057250;0.042300;0.024450;0.010950;0.003550;0.000300;0.000000;0.000000;0.000000;0.000000;0.000000;0.094750;0.278300;0.284800;0.198950;0.092000;0.039350;0.010700;0.001150;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.752250;0.228650;0.018450;0.000650;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m15;0.619718;0.041400;0.000441;1.038011;1.000000;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000;0.001800;0.025850;0.062050;0.100300;0.102000;0.091450;0.087300;0.084000;0.081350;0.074100;0.075300;0.075500;0.077900;0.061000;0.079450;0.141300;0.200850;0.234250;0.196300;0.094800;0.049400;0.003650;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.047450;0.119550;0.146050;0.157500;0.140900;0.112150;0.092150;0.072300;0.052250;0.033800;0.017700;0.006050;0.001950;0.000200;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.185100;0.379800;0.281650;0.123950;0.027600;0.001900;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.981350;0.018650;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m16;0.382039;0.170467;0.182083;1.036722;1.000000;0.000250;0.000000;0.000000;0.000000;0.000000;0.000000;0.003750;0.060100;0.122150;0.154700;0.140750;0.121300;0.102150;0.085300;0.068150;0.055000;0.037500;0.028550;0.014550;0.005800;0.070550;0.376100;0.348600;0.094850;0.051250;0.026850;0.019700;0.005700;0.005200;0.001200;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.047200;0.167250;0.266150;0.211150;0.134850;0.074900;0.044100;0.025950;0.014550;0.007250;0.004400;0.001750;0.000350;0.000100;0.000050;0.000000;0.000000;0.000000;0.000000;0.000000;0.141350;0.519450;0.271600;0.057050;0.009250;0.001300;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.558900;0.425800;0.015300;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
m17;0.376232;0.192115;0.085583;1.037342;1.000000;0.000050;0.000000;0.000000;0.000000;0.000000;0.000000;0.002400;0.039450;0.079550;0.124550;0.126500;0.119750;0.116700;0.106650;0.092050;0.072500;0.051900;0.038500;0.021000;0.008450;0.028450;0.220250;0.164200;0.110700;0.210700;0.123850;0.101200;0.040650;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.028800;0.085600;0.113900;0.123550;0.145450;0.153250;0.121600;0.078050;0.055200;0.036050;0.029350;0.017050;0.008550;0.003450;0.000150;0.000000;0.000000;0.000000;0.000000;0.000000;0.074200;0.266950;0.329950;0.233650;0.074400;0.017850;0.002900;0.000100;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.318650;0.542200;0.137200;0.001950;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
