m0,-0.548055,-0.017161,-0.298774,-0.339050,0.350745,0.005441,0.057107,0.118815,0.141378,0.130387,0.121346,0.112085,0.098563,0.086001,0.068679,0.044836,0.015362,0.128410,0.210530,0.279420,0.272930,0.065330,0.025580,0.017800,0.000000,0.000000,0.000000,0.000000,0.000000,0.100640,0.249740,0.270360,0.189970,0.118040,0.046450,0.017190,0.006880,0.000720,0.000010,0.000000,0.000000,0.096340,0.382720,0.331340,0.148640,0.035650,0.004840,0.000470,0.000000,0.000000,0.000000,0.000000,0.000000,0.196330,0.509720,0.241250,0.047680,0.004770,0.000250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m1,-0.595161,-0.471390,-0.515137,0.521542,-0.641138,0.003601,0.040227,0.096836,0.138204,0.133583,0.124861,0.117990,0.107508,0.095086,0.074743,0.049658,0.017703,0.076530,0.218970,0.249020,0.245870,0.199450,0.007320,0.002840,0.000000,0.000000,0.000000,0.000000,0.000000,0.095200,0.260980,0.239910,0.167890,0.122330,0.075810,0.034770,0.003020,0.000090,0.000000,0.000000,0.000000,0.077510,0.376570,0.388510,0.144760,0.012440,0.000210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.172400,0.541760,0.261500,0.024000,0.000340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m10,-0.260671,-0.389538,-0.738068,-0.549791,1.230550,0.005731,0.059107,0.113414,0.134036,0.117944,0.104623,0.096812,0.089991,0.091111,0.091381,0.068288,0.027563,0.025540,0.142080,0.196190,0.231110,0.231340,0.108130,0.049080,0.016530,0.000000,0.000000,0.000000,0.000000,0.066010,0.153830,0.179400,0.179050,0.157570,0.132440,0.084170,0.037460,0.008920,0.001150,0.000000,0.000000,0.068730,0.237690,0.279770,0.200970,0.123350,0.061910,0.022480,0.004640,0.000460,0.000000,0.000000,0.000000,0.225820,0.423150,0.289100,0.058530,0.003350,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m11,-0.556795,-0.998688,-0.807334,-0.541918,-0.641012,0.004161,0.040387,0.091526,0.119710,0.110729,0.104748,0.097367,0.093286,0.088365,0.086085,0.088045,0.075593,0.116600,0.199820,0.279380,0.259380,0.108070,0.036750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118720,0.246320,0.248250,0.178950,0.117670,0.064920,0.021410,0.003670,0.000090,0.000000,0.000000,0.000000,0.181920,0.378770,0.285990,0.123010,0.028220,0.002070,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.872490,0.125250,0.002260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m12,-0.579619,-0.196608,-0.172484,-0.394637,-0.631590,0.004041,0.043546,0.106065,0.139029,0.139880,0.142630,0.131048,0.112606,0.084262,0.055358,0.030904,0.010631,0.051470,0.352600,0.184150,0.138600,0.116510,0.151560,0.005110,0.000000,0.000000,0.000000,0.000000,0.000000,0.081170,0.222420,0.226060,0.188460,0.142380,0.078100,0.038900,0.020070,0.002440,0.000000,0.000000,0.000000,0.071990,0.298330,0.325890,0.201540,0.083580,0.016970,0.001700,0.000000,0.000000,0.000000,0.000000,0.000000,0.145850,0.423300,0.297510,0.111240,0.021110,0.000990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m13,-0.698699,-0.652307,-0.752182,-0.364650,-0.673421,0.005161,0.053176,0.103602,0.125875,0.116194,0.109003,0.102312,0.097602,0.091941,0.085900,0.077589,0.031644,0.118910,0.313250,0.275860,0.161210,0.097650,0.033120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133280,0.263830,0.269250,0.195580,0.085440,0.034630,0.014200,0.003640,0.000150,0.000000,0.000000,0.000000,0.165170,0.411080,0.296180,0.110740,0.016540,0.000290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.435800,0.504670,0.058900,0.000630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m14,-0.573642,-0.126380,-0.756426,-0.539189,0.382003,0.006071,0.060266,0.117112,0.132423,0.117682,0.106841,0.094909,0.086599,0.080698,0.076238,0.071087,0.050075,0.092770,0.158700,0.177300,0.245600,0.204050,0.090450,0.031130,0.000000,0.000000,0.000000,0.000000,0.000000,0.074150,0.172220,0.214560,0.204160,0.149880,0.103390,0.059520,0.020290,0.001820,0.000010,0.000000,0.000000,0.092890,0.279100,0.288760,0.197410,0.092620,0.037310,0.010750,0.001150,0.000010,0.000000,0.000000,0.000000,0.567540,0.318440,0.094050,0.017030,0.002750,0.000190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m15,-0.556781,-0.998910,-0.807648,-0.541919,-0.686241,0.003771,0.041196,0.092453,0.116776,0.111286,0.100964,0.097514,0.094033,0.088572,0.088042,0.089242,0.076151,0.109570,0.209410,0.271670,0.265060,0.110410,0.033880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121850,0.247060,0.245090,0.179320,0.116320,0.065250,0.021320,0.003720,0.000070,0.000000,0.000000,0.000000,0.183070,0.382530,0.284820,0.119230,0.028330,0.002020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.883470,0.114560,0.001970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m16,-0.700942,-0.413211,0.185946,0.144928,0.694164,0.008421,0.089868,0.162965,0.174186,0.148453,0.120641,0.097449,0.076797,0.056145,0.036753,0.021492,0.006831,0.119950,0.529130,0.226890,0.066190,0.032460,0.015460,0.007380,0.002540,0.000000,0.000000,0.000000,0.000000,0.144920,0.415280,0.266190,0.107180,0.043550,0.016220,0.005900,0.000720,0.000040,0.000000,0.000000,0.000000,0.142380,0.518650,0.270990,0.058030,0.008890,0.001030,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.245190,0.562710,0.177200,0.014600,0.000300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m17,-0.704464,-0.314975,-0.341913,-0.527909,-0.389391,0.005290,0.055783,0.118837,0.150129,0.142089,0.135588,0.123567,0.099736,0.073544,0.053793,0.031262,0.010381,0.045960,0.319670,0.130700,0.237210,0.168700,0.089900,0.007860,0.000000,0.000000,0.000000,0.000000,0.000000,0.077030,0.190260,0.231570,0.241840,0.131950,0.069600,0.042180,0.014120,0.001450,0.000000,0.000000,0.000000,0.072700,0.267180,0.335330,0.230530,0.073330,0.017890,0.002920,0.000120,0.000000,0.000000,0.000000,0.000000,0.134610,0.391780,0.337830,0.121730,0.013740,0.000310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m18,-0.782294,0.490292,-0.038810,0.857748,-0.275572,0.007050,0.068093,0.137597,0.159588,0.143507,0.125766,0.105845,0.088924,0.071664,0.051803,0.030532,0.009630,0.132620,0.299270,0.249290,0.095210,0.056470,0.088300,0.078840,0.000000,0.000000,0.000000,0.000000,0.000000,0.092170,0.245330,0.223700,0.164090,0.134130,0.078620,0.044470,0.013000,0.004490,0.000000,0.000000,0.000000,0.079480,0.329290,0.299400,0.175180,0.075400,0.030360,0.009800,0.001090,0.000000,0.000000,0.000000,0.000000,0.145900,0.438570,0.291000,0.098370,0.022170,0.003680,0.000310,0.000000,0.000000,0.000000,0.000000,0.000000,
m19,-0.536700,-0.148598,-0.378938,-0.545242,-0.408926,0.005450,0.059325,0.122261,0.141893,0.134612,0.124651,0.119321,0.103689,0.082827,0.060265,0.034313,0.011391,0.060310,0.246180,0.294420,0.215130,0.103630,0.075860,0.004470,0.000000,0.000000,0.000000,0.000000,0.000000,0.075850,0.223280,0.265580,0.209080,0.122500,0.066210,0.030080,0.007010,0.000410,0.000000,0.000000,0.000000,0.073650,0.307990,0.355720,0.190750,0.060290,0.010880,0.000700,0.000020,0.000000,0.000000,0.000000,0.000000,0.146700,0.466510,0.306370,0.072540,0.007730,0.000150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m2,-0.560232,-0.104665,-0.340651,-0.279991,0.295272,0.004881,0.051287,0.111276,0.135239,0.129818,0.122787,0.112856,0.105105,0.091253,0.073330,0.046246,0.015922,0.138000,0.234800,0.265200,0.254000,0.070770,0.024230,0.013000,0.000000,0.000000,0.000000,0.000000,0.000000,0.108100,0.264530,0.264650,0.187920,0.108650,0.045980,0.014280,0.005390,0.000480,0.000020,0.000000,0.000000,0.101570,0.404820,0.333600,0.129600,0.026960,0.003240,0.000210,0.000000,0.000000,0.000000,0.000000,0.000000,0.212980,0.522010,0.224420,0.037550,0.002970,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m20,-0.402820,0.775640,0.467431,-0.308153,0.386943,0.009211,0.091093,0.153341,0.163743,0.146611,0.126458,0.101794,0.080841,0.058058,0.039346,0.021933,0.007571,0.062670,0.351890,0.240250,0.162770,0.099520,0.065850,0.016560,0.000490,0.000000,0.000000,0.000000,0.000000,0.083290,0.220830,0.289310,0.210610,0.117010,0.052040,0.020610,0.005300,0.001000,0.000000,0.000000,0.000000,0.067440,0.303230,0.353980,0.199340,0.058350,0.014930,0.002520,0.000210,0.000000,0.000000,0.000000,0.000000,0.123980,0.408500,0.330930,0.117460,0.017900,0.001200,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,
m21,-0.283077,1.244451,0.573197,-0.286164,1.822201,0.008291,0.084824,0.156525,0.167377,0.148314,0.124530,0.100626,0.079653,0.057209,0.040526,0.023764,0.008361,0.110920,0.240460,0.190640,0.172640,0.143330,0.089590,0.042520,0.008880,0.001020,0.000000,0.000000,0.000000,0.063840,0.181910,0.222780,0.224860,0.160820,0.080470,0.042200,0.017680,0.004540,0.000880,0.000020,0.000000,0.047570,0.234790,0.305710,0.245470,0.115390,0.038190,0.010930,0.001840,0.000110,0.000000,0.000000,0.000000,0.090570,0.333700,0.330880,0.178860,0.055620,0.009400,0.000900,0.000070,0.000000,0.000000,0.000000,0.000000,
m22,-0.299023,0.204669,0.339142,0.253137,-0.183034,0.009491,0.096929,0.168395,0.169095,0.141533,0.115670,0.092948,0.073857,0.058565,0.042614,0.023192,0.007711,0.026500,0.260190,0.332430,0.238620,0.074210,0.056990,0.011060,0.000000,0.000000,0.000000,0.000000,0.000000,0.055170,0.209250,0.302440,0.225810,0.131260,0.054480,0.017120,0.004110,0.000360,0.000000,0.000000,0.000000,0.046100,0.264400,0.384900,0.219260,0.069460,0.014110,0.001730,0.000040,0.000000,0.000000,0.000000,0.000000,0.098970,0.392390,0.370040,0.120640,0.016800,0.001140,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,
m23,-0.573848,-0.320596,-0.121468,0.321516,0.085391,0.007191,0.070443,0.140355,0.157598,0.140985,0.125573,0.104829,0.087166,0.069543,0.053100,0.032506,0.010712,0.072360,0.350820,0.322410,0.146590,0.060440,0.028260,0.018660,0.000460,0.000000,0.000000,0.000000,0.000000,0.100270,0.276670,0.313340,0.172670,0.079710,0.037090,0.015760,0.004220,0.000270,0.000000,0.000000,0.000000,0.091330,0.389410,0.372070,0.124600,0.020920,0.001670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178630,0.500320,0.279080,0.040330,0.001600,0.000040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m24,-0.220628,0.528307,-0.144482,0.116013,-0.326692,0.008261,0.082752,0.148382,0.160684,0.137651,0.115317,0.101795,0.086573,0.067820,0.051188,0.030255,0.009321,0.049090,0.183740,0.239260,0.254210,0.200170,0.051280,0.021970,0.000280,0.000000,0.000000,0.000000,0.000000,0.050660,0.177710,0.245930,0.222150,0.162280,0.092790,0.037780,0.009910,0.000790,0.000000,0.000000,0.000000,0.039470,0.230480,0.339650,0.247910,0.106930,0.029100,0.005830,0.000630,0.000000,0.000000,0.000000,0.000000,0.092570,0.369820,0.360150,0.144840,0.029790,0.002690,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000,
m25,-0.679313,1.026746,0.153164,0.303164,1.621135,0.008191,0.083267,0.158973,0.170704,0.148552,0.123040,0.099318,0.078816,0.058645,0.039393,0.023152,0.007951,0.097540,0.353480,0.276570,0.111870,0.069860,0.045130,0.024920,0.018190,0.002440,0.000000,0.000000,0.000000,0.091290,0.309880,0.242350,0.159110,0.094320,0.058700,0.032390,0.009770,0.001730,0.000460,0.000000,0.000000,0.079220,0.373910,0.317380,0.152580,0.054900,0.017380,0.004210,0.000410,0.000010,0.000000,0.000000,0.000000,0.147270,0.455380,0.294310,0.086720,0.014610,0.001560,0.000150,0.000000,0.000000,0.000000,0.000000,0.000000,
m26,-0.448282,0.468106,-0.010918,-0.214541,0.192394,0.008621,0.087246,0.152881,0.157181,0.139050,0.119668,0.103057,0.086776,0.066695,0.044183,0.026482,0.008161,0.074480,0.227590,0.252170,0.215070,0.143150,0.035040,0.049120,0.003380,0.000000,0.000000,0.000000,0.000000,0.064200,0.180950,0.268850,0.231230,0.135810,0.069040,0.031770,0.014590,0.003560,0.000000,0.000000,0.000000,0.056720,0.237120,0.353100,0.234430,0.086900,0.025790,0.005590,0.000350,0.000000,0.000000,0.000000,0.000000,0.105690,0.361530,0.349670,0.153220,0.027080,0.002800,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,
m27,-0.115491,1.215665,2.446863,-0.082075,-0.297134,0.014803,0.134943,0.197484,0.181481,0.138504,0.104518,0.078193,0.057090,0.041637,0.028745,0.016793,0.005811,0.000000,0.128760,0.374790,0.308080,0.158330,0.029760,0.000280,0.000000,0.000000,0.000000,0.000000,0.000000,0.044430,0.146430,0.255880,0.298090,0.174700,0.068010,0.011170,0.001260,0.000030,0.000000,0.000000,0.000000,0.029270,0.177690,0.337570,0.308130,0.125560,0.020970,0.000810,0.000000,0.000000,0.000000,0.000000,0.000000,0.064070,0.281760,0.365280,0.224110,0.058400,0.006120,0.000260,0.000000,0.000000,0.000000,0.000000,0.000000,
m28,-0.275894,-0.187809,0.458491,-0.373193,-0.525318,0.011871,0.108930,0.177746,0.172626,0.135932,0.110720,0.091148,0.074497,0.056655,0.036323,0.018042,0.005510,0.007700,0.275420,0.416360,0.166720,0.067670,0.066130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067360,0.209590,0.328520,0.231690,0.111340,0.032600,0.012310,0.006060,0.000530,0.000000,0.000000,0.000000,0.051580,0.270920,0.410800,0.219600,0.043650,0.003450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.103380,0.385510,0.382660,0.119180,0.009270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m29,-0.634635,-0.761946,-0.261326,0.639655,-0.627641,0.007671,0.077048,0.133713,0.152905,0.134223,0.117422,0.105291,0.089469,0.075218,0.057086,0.036504,0.013451,0.039570,0.462710,0.299880,0.115780,0.042160,0.024350,0.015300,0.000250,0.000000,0.000000,0.000000,0.000000,0.116570,0.332600,0.299140,0.145110,0.060290,0.028560,0.013070,0.004440,0.000220,0.000000,0.000000,0.000000,0.105960,0.469930,0.346730,0.070130,0.007020,0.000230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.207320,0.569690,0.211610,0.011360,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
m3,-0.478152,0.993205,0.288452,-0.291563,-0.353505,0.007831,0.076964,0.141105,0.152427,0.137305,0.122532,0.109190,0.093027,0.071213,0.049869,0.028625,0.009912,0.057740,0.243290,0.212780,0.250230,0.124460,0.098150,0.013350,0.000000,0.000000,0.000000,0.000000,0.000000,0.063920,0.202430,0.226520,0.213510,0.167720,0.085560,0.032000,0.007880,0.000460,0.000000,0.000000,0.000000,0.052450,0.272290,0.329990,0.204060,0.098820,0.035640,0.006280,0.000460,0.000010,0.000000,0.000000,0.000000,0.107490,0.401350,0.326570,0.125980,0.031990,0.005800,0.000800,0.000020,0.000000,0.000000,0.000000,0.000000,
m30,-0.594624,-0.596054,-0.456319,-0.050540,-0.584879,0.003520,0.038785,0.090271,0.128265,0.126255,0.121295,0.116114,0.106023,0.094021,0.085240,0.065628,0.024583,0.067350,0.334830,0.277660,0.122430,0.115990,0.078790,0.002950,0.000000,0.000000,0.000000,0.000000,0.000000,0.118450,0.265620,0.252550,0.162200,0.095950,0.061120,0.032840,0.010590,0.000680,0.000000,0.000000,0.000000,0.107510,0.435310,0.343310,0.102200,0.011520,0.000150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.226670,0.548610,0.207160,0.017450,0.000110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
